epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,86.956,0,135.852,0,0,0,0,0,0,131.956,0,0.00034,0.00034,0.00034
2,223.589,0,98.1965,0,0,0,0,0,0,110.666,0,0.00068614,0.00068614,0.00068614
3,331.916,0,84.1786,0,0,0,0,0,0,57.5738,0,0.00101802,0.00101802,0.00101802
